2.070821847766637802e+00,  -8.151215016841888428e-01,  1.551247054710984230e+00,  1.189765706658363342e-02,  -4.283354971557855606e-01,  1.482262931764125824e+00,  -8.695462681353092194e-01,  1.966551065444946289e+00,  -3.419789914041757584e-01,  6.474616918712854385e-01,  -1.113581631332635880e+00,  4.839389808475971222e-01,  1.581336763687431812e+00,  1.051746398210525513e+00,  3.101765047758817673e+00,  -1.620563188567757607e+00,  -1.001333715394139290e+00,  1.889578193426132202e+00,  8.381989039480686188e-02,  -9.090331569314002991e-01,  1.391145136207342148e+00,  -1.151543269865214825e+00,  8.878117799758911133e-01,  1.269191645085811615e+00,  3.917261809110641479e-01,  1.757295379415154457e+00,  1.706432765349745750e+00,  1.611766707152128220e+00,  8.130344562232494354e-01,  2.981805726885795593e-01
1.523686692118644714e+00,  9.855920802801847458e-01,  -5.265846066176891327e-01,  1.898899465799331665e+00,  1.223341792821884155e+00,  9.248839840292930603e-01,  4.590196907520294189e-01,  1.957085527479648590e+00,  -3.263202141970396042e-01,  2.037041292525827885e+00,  5.972161032259464264e-01,  1.510512800887227058e+00,  -6.159039177000522614e-01,  -1.537495087832212448e+00,  1.790476979687809944e+00,  -6.385223455727100372e-01,  3.965031169354915619e-01,  2.256035402417182922e+00,  -1.287589786574244499e+00,  -3.217117153108119965e-01,  1.942533627152442932e-02,  1.485691621899604797e+00,  1.446802375838160515e+00,  2.138404950499534607e+00,  8.025109674781560898e-01,  1.666164850816130638e+00,  1.070023553445935249e+00,  2.183784823864698410e+00,  1.935915494337677956e+00,  -2.930278852581977844e-01
7.534812390804290771e-01,  1.745430663228034973e+00,  -8.757046684622764587e-01,  7.614461556077003479e-01,  2.033661300316452980e+00,  1.869244473055005074e+00,  1.071234362199902534e+00,  5.375270880758762360e-01,  5.948131904006004333e-01,  3.669824451208114624e-01,  2.364852495491504669e+00,  3.137165997177362442e+00,  -3.806904330849647522e-01,  -2.361329460516571999e+00,  -2.405155692249536514e-01,  3.010041117668151855e-01,  7.657356560230255127e-02,  4.062661528587341309e-02,  -8.027699682861566544e-01,  1.316534578800201416e+00,  -2.163977889344096184e+00,  7.775088073685765266e-01,  1.974047895520925522e+00,  1.530733589082956314e+00,  5.334717761725187302e-01,  1.379743764176964760e+00,  2.236459834501147270e+00,  9.359601065516471863e-01,  1.990568825975060463e+00,  -3.604602906852960587e-01
1.252490632236003876e+00,  1.808417126536369324e+00,  -1.411477513611316681e-01,  -2.554717361927032471e-01,  1.074258282780647278e+00,  2.270060013979673386e-01,  1.009500417858362198e+00,  -1.884050700813531876e+00,  1.736264919862151146e+00,  -1.341217085719108582e-01,  6.877392120659351349e-01,  -1.137609472498297691e+00,  -8.785106837749481201e-01,  1.720451978966593742e+00,  -3.695175312459468842e-01,  2.272987399250268936e+00,  -4.719198308885097504e-01,  -6.832087822258472443e-01,  1.075989473611116409e+00,  1.116732027381658554e+00,  -4.706554990261793137e-01,  -2.326396889984607697e-01,  -9.540683552622795105e-01,  -1.418962124735116959e+00,  -3.758339714258909225e-01,  -8.983488027006387711e-01,  -3.567499071359634399e-01,  -5.675269737839698792e-01,  -1.053866211324930191e+00,  3.506451230496168137e-01
1.116618998348712921e-01,  1.919047933071851730e+00,  -6.805130541324615479e-01,  4.935449007898569107e-01,  1.716598456725478172e+00,  4.831409417092800140e-01,  1.631199233233928680e+00,  -3.530771285295486450e-02,  -1.302301809191703796e-01,  -1.213277168571949005e-01,  1.371966637670993805e+00,  -1.875788904726505280e-01,  -1.949484927579760551e+00,  -4.128823876380920410e-01,  7.482962012290954590e-01,  1.132881164550781250e+00,  1.755145628005266190e+00,  3.350549563765525818e-02,  -3.490386530756950378e-02,  1.237342342734336853e+00,  -7.683488000184297562e-01,  3.701002746820449829e-01,  6.894652023911476135e-01,  1.509998310357332230e-01,  8.292578347027301788e-01,  -1.359609466046094894e+00,  -7.252476718276739120e-01,  8.865776844322681427e-02,  4.150854237377643585e-01,  -8.418587837368249893e-01
1.008458813652396202e+00,  3.247291132807731628e+00,  1.409540511667728424e-01,  5.195407383143901825e-01,  2.241469062864780426e+00,  1.954792942851781845e-01,  2.087340805679559708e+00,  -1.866026669740676880e+00,  1.047028996981680393e+00,  2.211953867226839066e-01,  1.599652798846364021e+00,  -6.406336370855569839e-01,  -8.026193752884864807e-01,  2.804324869066476822e-01,  -5.241758618503808975e-01,  1.615379883907735348e+00,  9.083033520728349686e-01,  -9.997904188930988312e-01,  6.792356623336672783e-01,  2.794440306723117828e+00,  -2.316015971824526787e+00,  2.373627703636884689e-01,  -7.351004332304000854e-01,  -1.567973170429468155e+00,  -3.529564943164587021e-01,  -1.195490811020135880e+00,  -1.707351393997669220e-01,  9.626378118991851807e-02,  -1.909196991473436356e-01,  1.404093747958540916e+00
1.854849319905042648e+00,  1.805828850716352463e+00,  -8.636748269200325012e-01,  -4.366410840302705765e-01,  1.481150021776556969e+00,  -4.895563237369060516e-02,  1.011390257626771927e+00,  5.876042060554027557e-01,  4.559896336868405342e-01,  6.155372932553291321e-01,  2.044036593288183212e+00,  8.962571918964385986e-01,  -6.014846879988908768e-01,  2.363971769809722900e-01,  2.553572691977024078e-01,  7.772591188549995422e-01,  8.140651062130928040e-01,  1.141743242740631104e+00,  -7.797583639621734619e-01,  6.010364443063735962e-01,  -2.594333700835704803e-01,  8.479005964472889900e-01,  1.418448982760310173e+00,  -7.212010547518730164e-01,  1.629679799079895020e-01,  -5.472258813679218292e-01,  -2.557115498930215836e-01,  5.468577146530151367e-04,  1.608336888253688812e+00,  4.565370827913284302e-02
1.114002637565135956e+00,  -2.221375126391649246e-01,  1.052274215966463089e+00,  -3.799079805612564087e-01,  5.609445888549089432e-01,  -2.470025252550840378e-01,  -6.325866915285587311e-01,  -4.859675206243991852e-01,  3.817257611081004143e-01,  7.592600332573056221e-01,  -5.115072391927242279e-01,  -2.128557972609996796e-01,  -3.988097086548805237e-01,  -4.830795899033546448e-02,  2.517024390399456024e-01,  -4.558248370885848999e-01,  -3.451067581772804260e-02,  3.283878341317176819e-01,  4.719168394804000854e-01,  -1.348118856549263000e-01,  8.871244955807924271e-01,  5.053267171606421471e-01,  -5.268359445035457611e-01,  2.114129327237606049e-01,  -5.792164299637079239e-01,  -4.851855747401714325e-01,  1.128596756607294083e-01,  1.101353399455547333e+00,  -3.895123712718486786e-01,  -1.776512283831834793e-01
2.708475153893232346e+00,  -3.710168451070785522e-01,  1.474240750074386597e+00,  -1.582838442176580429e+00,  -4.126627817749977112e-01,  -5.731893274933099747e-01,  -1.154669314622879028e+00,  7.371794208884239197e-01,  2.516139325685799122e+00,  7.370724966749548912e-01,  -4.603115767240524292e-01,  3.684291224926710129e-01,  2.654222223907709122e+00,  2.038042105734348297e+00,  3.423192352056503296e-02,  -9.971295511350035667e-01,  -4.974311888217926025e-01,  1.924849431961774826e+00,  1.126875115558505058e+00,  -1.541243696585297585e+00,  6.298123281449079514e-01,  -4.715782580897212029e-01,  1.364382635802030563e+00,  1.007939130067825317e-01,  -7.298547439277172089e-01,  1.016720369458198547e+00,  2.063779525458812714e+00,  5.956502631306648254e-01,  -5.253601390868425369e-01,  1.701386187225580215e+00
4.704450815916061401e-01,  2.733566612005233765e-01,  6.366368457674980164e-01,  3.005961827933788300e+00,  -5.995935648679733276e-01,  4.297219906002283096e-01,  2.342758249491453171e+00,  1.453080017119646072e+00,  -2.068367877975106239e+00,  -9.898374229669570923e-02,  -1.234217975288629532e-01,  2.486577779054641724e-01,  -3.546197637915611267e-01,  -5.524618029594421387e-01,  -2.435205383226275444e-01,  -2.718575671315193176e-02,  5.322916992008686066e-01,  8.156123645603656769e-01,  -1.038530819118022919e+00,  -1.871540304273366928e-01,  -1.186834301799535751e+00,  5.020807832479476929e-01,  7.539486922323703766e-01,  2.430596973747014999e+00,  3.057844853028655052e+00,  1.614414550364017487e+00,  1.152341952547430992e+00,  1.268181204795837402e-01,  2.069860819727182388e+00,  3.274415899068117142e-01
