2.414433419704437256e+00,  4.264411039650440216e+00,  2.781894102692604065e+00,  2.491078134626150131e+00,  3.693037167191505432e+00,  2.577618800103664398e+00,  3.141376081854104996e+00,  2.321061044931411743e+00,  2.345416996628046036e+00,  3.524450581520795822e+00,  3.055305171757936478e+00,  4.230487249791622162e+00,  1.515842698514461517e+00,  1.675719545222818851e+00,  3.464262932538986206e+00,  2.080848742276430130e+00,  1.478011025115847588e+00,  3.684793189167976379e+00,  2.375835992395877838e+00,  2.849864892661571503e+00,  3.087609894573688507e+00,  1.950224716216325760e+00,  2.510656081140041351e+00,  2.914636850357055664e+00,  3.166409496217966080e+00,  2.251809719949960709e+00,  2.160299537703394890e+00,  2.779687464237213135e+00,  1.857957903295755386e+00,  2.384323544800281525e+00,  4.098884359002113342e+00,  2.060745690017938614e+00,  2.252841262146830559e+00,  2.583862021565437317e+00,  3.599279329180717468e+00,  2.762362729758024216e+00,  3.422869291156530380e+00,  1.737743885256350040e+00,  1.167905783280730247e+00,  2.238791929557919502e+00
3.572612702846527100e+00,  3.270389787852764130e+00,  3.462060838937759399e+00,  2.503932405263185501e+00,  3.224356111139059067e+00,  2.834860265254974365e+00,  3.982701413333415985e+00,  2.696888979524374008e+00,  2.830448418855667114e+00,  2.477707240730524063e+00,  1.922813545912504196e+00,  3.985248643904924393e+00,  1.946633573621511459e+00,  2.382077326998114586e+00,  4.018504463136196136e+00,  1.395401073619723320e+00,  1.522352961823344231e+00,  2.778924799524247646e+00,  3.318662196397781372e+00,  2.819494985044002533e+00,  3.644416108727455139e+00,  2.379979204386472702e+00,  3.191081080585718155e+00,  2.759711999446153641e+00,  3.074038162827491760e+00,  2.963131517171859741e+00,  1.712874783203005791e+00,  2.553930261172354221e+00,  1.744354804977774620e+00,  2.571772709488868713e+00,  3.191218055784702301e+00,  2.312750507146120071e+00,  2.543127112090587616e+00,  2.550261791795492172e+00,  3.061307478696107864e+00,  2.019723478704690933e+00,  3.218211440369486809e+00,  1.654832717962563038e+00,  1.699064720422029495e+00,  2.276725113391876221e+00
3.965475887060165405e+00,  3.808013394474983215e+00,  4.514201808720827103e+00,  3.296375997364521027e+00,  3.151915871538221836e+00,  3.514639236032962799e+00,  3.944525883533060551e+00,  4.070456322282552719e+00,  4.334852881729602814e+00,  3.140378713607788086e+00,  2.775071237236261368e+00,  2.824687212705612183e+00,  2.701694171875715256e+00,  2.620029390789568424e+00,  3.080343679524958134e+00,  2.340604331344366074e+00,  2.141859948635101318e+00,  2.416915857233107090e+00,  3.179842568933963776e+00,  3.688497051596641541e+00,  3.740443710237741470e+00,  2.540371920913457870e+00,  3.207876518368721008e+00,  3.819441758096218109e+00,  3.101530026644468307e+00,  3.324005715548992157e+00,  2.102117266505956650e+00,  3.806582354009151459e+00,  2.211193257942795753e+00,  3.837450332008302212e+00,  3.583220437169075012e+00,  2.722379632294178009e+00,  3.067690823227167130e+00,  2.440295554697513580e+00,  3.322162140160799026e+00,  1.576057117432355881e+00,  2.299075756222009659e+00,  2.700524311512708664e+00,  2.746891077607870102e+00,  2.325792390853166580e+00
2.716733098030090332e+00,  1.620363347232341766e+00,  1.920538440346717834e+00,  2.384961843490600586e+00,  4.930092766880989075e-01,  2.535680018365383148e+00,  1.820356421172618866e+00,  1.431909618899226189e+00,  7.603337801992893219e-01,  8.117378167808055878e-01,  2.734271034598350525e+00,  1.260876841843128204e+00,  2.775734171271324158e+00,  7.228293363004922867e-01,  9.413957633078098297e-01,  1.865822538733482361e+00,  1.281082879751920700e+00,  1.635852880775928497e+00,  8.838350176811218262e-01,  1.093374885618686676e+00,  8.227542042732238770e-01,  5.264896675944328308e-01,  7.665696255862712860e-01,  1.030021470040082932e+00,  1.163043469190597534e+00,  5.389036834239959717e-01,  9.504559636116027832e-01,  1.316558502614498138e+00,  1.110580220818519592e+00,  8.912765141576528549e-01,  1.416391417384147644e+00,  1.205899886786937714e+00,  1.225041642785072327e+00,  8.261699378490447998e-01,  1.476193070411682129e+00,  5.520876292139291763e-01,  8.521924316883087158e-01,  1.386168539524078369e+00,  1.013025635853409767e+00,  1.321705050766468048e+00
2.979604698717594147e+00,  2.039772696793079376e+00,  3.003766603767871857e+00,  2.786106161773204803e+00,  2.003160711377859116e+00,  1.960617043077945709e+00,  2.078867789357900620e+00,  2.060485392808914185e+00,  1.636457148939371109e+00,  1.077072370797395706e+00,  1.992932904511690140e+00,  2.587849535048007965e+00,  1.921815786510705948e+00,  2.710269819945096970e+00,  2.088347566314041615e+00,  1.388446625322103500e+00,  1.510264465585350990e+00,  1.705722076352685690e+00,  1.712911805137991905e+00,  2.142351612448692322e+00,  1.843821372836828232e+00,  1.887339629232883453e+00,  8.852818086743354797e-01,  1.378449264913797379e+00,  2.005389111116528511e+00,  1.910344917327165604e+00,  8.792402986437082291e-01,  2.480427384376525879e+00,  1.185886183753609657e+00,  1.772825740277767181e+00,  1.966415151953697205e+00,  1.840902963653206825e+00,  1.587846802547574043e+00,  1.469908945262432098e+00,  1.849990549497306347e+00,  1.080362342298030853e+00,  1.419681666418910027e+00,  1.566221260465681553e+00,  1.624839566648006439e+00,  1.156161101534962654e+00
5.096122406423091888e+00,  4.728363815695047379e+00,  4.706321496516466141e+00,  4.579295894131064415e+00,  3.088155675679445267e+00,  4.164772510528564453e+00,  3.998204149305820465e+00,  3.456821352243423462e+00,  2.884439606219530106e+00,  2.686712384223937988e+00,  3.478363551199436188e+00,  3.217706329189240932e+00,  3.213598651811480522e+00,  3.545681288465857506e+00,  3.199088454246520996e+00,  3.332851026207208633e+00,  3.709485596045851707e+00,  3.073704069480299950e+00,  3.245292909443378448e+00,  3.183055347763001919e+00,  2.978589151054620743e+00,  2.279760546982288361e+00,  1.726113835349678993e+00,  2.926184222102165222e+00,  3.732845377177000046e+00,  2.887149546295404434e+00,  3.127490960061550140e+00,  2.765195524320006371e+00,  2.689786957576870918e+00,  2.655465683899819851e+00,  3.130321070551872253e+00,  4.163623567670583725e+00,  4.292416192591190338e+00,  2.689415132626891136e+00,  3.721506157889962196e+00,  2.491299364715814590e+00,  2.486441962420940399e+00,  3.531603358685970306e+00,  3.523076258599758148e+00,  2.633718352764844894e+00
4.807098150253295898e+00,  3.808505676686763763e+00,  4.485138051211833954e+00,  4.039652906358242035e+00,  4.203080743551254272e+00,  3.728054333478212357e+00,  4.152126625180244446e+00,  4.324961239472031593e+00,  3.232879336923360825e+00,  3.228566749021410942e+00,  4.377209451049566269e+00,  4.016879842616617680e+00,  3.500471781939268112e+00,  3.182235375046730042e+00,  3.583864632993936539e+00,  2.537803278304636478e+00,  2.655768971890211105e+00,  4.059804670512676239e+00,  3.516614055261015892e+00,  4.053333058953285217e+00,  3.278810646384954453e+00,  2.658286226913332939e+00,  2.410678997635841370e+00,  3.182714562863111496e+00,  3.123765315860509872e+00,  4.373220929875969887e+00,  2.375739401206374168e+00,  3.590321503579616547e+00,  2.968098381534218788e+00,  2.998398242518305779e+00,  3.585213014855980873e+00,  3.509006995707750320e+00,  3.225075930356979370e+00,  2.773270806297659874e+00,  3.738214205019176006e+00,  2.199776094406843185e+00,  2.475351803004741669e+00,  3.385629855096340179e+00,  2.311944233253598213e+00,  2.365418162196874619e+00
1.835853651165962219e+00,  3.394666180014610291e+00,  1.981735371053218842e+00,  1.756584011018276215e+00,  1.741009913384914398e+00,  1.962387070059776306e+00,  2.219186112284660339e+00,  1.884613346308469772e+00,  1.642868207767605782e+00,  2.021531939506530762e+00,  1.682726465165615082e+00,  1.964936770498752594e+00,  1.488453019410371780e+00,  1.537525722756981850e+00,  2.034786690026521683e+00,  1.873750271275639534e+00,  1.266286544501781464e+00,  2.437362983822822571e+00,  2.504576928913593292e+00,  1.338621340692043304e+00,  2.284422716125845909e+00,  1.347578248009085655e+00,  1.284628253430128098e+00,  1.790251601487398148e+00,  2.473946817219257355e+00,  1.165045399218797684e+00,  1.218119349330663681e+00,  2.097555123269557953e+00,  1.370602007955312729e+00,  1.634290091693401337e+00,  2.173638263717293739e+00,  1.508635759353637695e+00,  1.809903655201196671e+00,  1.526598352938890457e+00,  1.969476502388715744e+00,  1.298080105334520340e+00,  2.633368071168661118e+00,  1.220815651118755341e+00,  1.138719672337174416e+00,  1.720372242853045464e+00
4.007396101951599121e+00,  5.371212899684906006e+00,  4.020685806870460510e+00,  3.732442695647478104e+00,  4.210573978722095490e+00,  5.470028281211853027e+00,  4.320270325988531113e+00,  3.418698843568563461e+00,  3.442771373316645622e+00,  5.396003380417823792e+00,  5.117785699665546417e+00,  4.026937269605696201e+00,  3.051365351304411888e+00,  2.980975279584527016e+00,  4.218359989114105701e+00,  4.457716517150402069e+00,  1.971836542710661888e+00,  4.499417155981063843e+00,  3.950581189244985580e+00,  4.478001819923520088e+00,  4.087785935029387474e+00,  2.608198670670390129e+00,  3.552189845591783524e+00,  4.839021243155002594e+00,  4.166017271578311920e+00,  2.446487601846456528e+00,  3.928153054788708687e+00,  4.791454210877418518e+00,  2.621915584430098534e+00,  3.928108503110706806e+00,  4.312331547960639000e+00,  3.169717535376548767e+00,  3.681681260466575623e+00,  3.743577299639582634e+00,  4.032021589577198029e+00,  3.589736063033342361e+00,  3.131583534181118011e+00,  3.339734636247158051e+00,  2.107498787343502045e+00,  3.313080104067921638e+00
2.178768493235111237e+00,  2.561757951974868774e+00,  1.518865033984184265e+00,  3.174310900270938873e+00,  2.435846436768770218e+00,  1.113487754017114639e+00,  1.989753343164920807e+00,  1.771378900855779648e+00,  1.704159338027238846e+00,  1.983905382454395294e+00,  1.841243464499711990e+00,  1.950947903096675873e+00,  1.406044054776430130e+00,  1.803071957081556320e+00,  2.197179943323135376e+00,  9.923507198691368103e-01,  1.060205185785889626e+00,  1.577474921941757202e+00,  2.291464641690254211e+00,  1.704164460301399231e+00,  2.998475648462772369e+00,  3.017002861946821213e+00,  2.522544011473655701e+00,  2.196674421429634094e+00,  1.554960863664746284e+00,  2.371176162734627724e+00,  1.519299313426017761e+00,  1.898807413876056671e+00,  1.461865138262510300e+00,  2.088610056787729263e+00,  2.100186478346586227e+00,  1.833117604255676270e+00,  1.627329979091882706e+00,  2.686246111989021301e+00,  1.707587569952011108e+00,  7.113444823771715164e-01,  1.238258574157953262e+00,  1.321785241365432739e+00,  1.250305308029055595e+00,  1.477459603920578957e+00
