2.414433419704437256e+00,  4.264411039650440216e+00,  2.781894102692604065e+00,  2.491078134626150131e+00,  3.693037167191505432e+00,  2.577618800103664398e+00,  3.141376081854104996e+00,  2.321061044931411743e+00,  2.345416996628046036e+00,  3.524450581520795822e+00,  3.055305171757936478e+00,  4.230487249791622162e+00,  1.515842698514461517e+00,  1.675719545222818851e+00,  3.464262932538986206e+00,  2.080848742276430130e+00,  1.478011025115847588e+00,  3.684793189167976379e+00,  2.375835992395877838e+00,  2.849864892661571503e+00
3.572612702846527100e+00,  3.270389787852764130e+00,  3.462060838937759399e+00,  2.503932405263185501e+00,  3.224356111139059067e+00,  2.834860265254974365e+00,  3.982701413333415985e+00,  2.696888979524374008e+00,  2.830448418855667114e+00,  2.477707240730524063e+00,  1.922813545912504196e+00,  3.985248643904924393e+00,  1.946633573621511459e+00,  2.382077326998114586e+00,  4.018504463136196136e+00,  1.395401073619723320e+00,  1.522352961823344231e+00,  2.778924799524247646e+00,  3.318662196397781372e+00,  2.819494985044002533e+00
3.965475887060165405e+00,  3.808013394474983215e+00,  4.514201808720827103e+00,  3.296375997364521027e+00,  3.151915871538221836e+00,  3.514639236032962799e+00,  3.944525883533060551e+00,  4.070456322282552719e+00,  4.334852881729602814e+00,  3.140378713607788086e+00,  2.775071237236261368e+00,  2.824687212705612183e+00,  2.701694171875715256e+00,  2.620029390789568424e+00,  3.080343679524958134e+00,  2.340604331344366074e+00,  2.141859948635101318e+00,  2.416915857233107090e+00,  3.179842568933963776e+00,  3.688497051596641541e+00
2.716733098030090332e+00,  1.620363347232341766e+00,  1.920538440346717834e+00,  2.384961843490600586e+00,  4.930092766880989075e-01,  2.535680018365383148e+00,  1.820356421172618866e+00,  1.431909618899226189e+00,  7.603337801992893219e-01,  8.117378167808055878e-01,  2.734271034598350525e+00,  1.260876841843128204e+00,  2.775734171271324158e+00,  7.228293363004922867e-01,  9.413957633078098297e-01,  1.865822538733482361e+00,  1.281082879751920700e+00,  1.635852880775928497e+00,  8.838350176811218262e-01,  1.093374885618686676e+00
2.979604698717594147e+00,  2.039772696793079376e+00,  3.003766603767871857e+00,  2.786106161773204803e+00,  2.003160711377859116e+00,  1.960617043077945709e+00,  2.078867789357900620e+00,  2.060485392808914185e+00,  1.636457148939371109e+00,  1.077072370797395706e+00,  1.992932904511690140e+00,  2.587849535048007965e+00,  1.921815786510705948e+00,  2.710269819945096970e+00,  2.088347566314041615e+00,  1.388446625322103500e+00,  1.510264465585350990e+00,  1.705722076352685690e+00,  1.712911805137991905e+00,  2.142351612448692322e+00
5.096122406423091888e+00,  4.728363815695047379e+00,  4.706321496516466141e+00,  4.579295894131064415e+00,  3.088155675679445267e+00,  4.164772510528564453e+00,  3.998204149305820465e+00,  3.456821352243423462e+00,  2.884439606219530106e+00,  2.686712384223937988e+00,  3.478363551199436188e+00,  3.217706329189240932e+00,  3.213598651811480522e+00,  3.545681288465857506e+00,  3.199088454246520996e+00,  3.332851026207208633e+00,  3.709485596045851707e+00,  3.073704069480299950e+00,  3.245292909443378448e+00,  3.183055347763001919e+00
4.807098150253295898e+00,  3.808505676686763763e+00,  4.485138051211833954e+00,  4.039652906358242035e+00,  4.203080743551254272e+00,  3.728054333478212357e+00,  4.152126625180244446e+00,  4.324961239472031593e+00,  3.232879336923360825e+00,  3.228566749021410942e+00,  4.377209451049566269e+00,  4.016879842616617680e+00,  3.500471781939268112e+00,  3.182235375046730042e+00,  3.583864632993936539e+00,  2.537803278304636478e+00,  2.655768971890211105e+00,  4.059804670512676239e+00,  3.516614055261015892e+00,  4.053333058953285217e+00
1.835853651165962219e+00,  3.394666180014610291e+00,  1.981735371053218842e+00,  1.756584011018276215e+00,  1.741009913384914398e+00,  1.962387070059776306e+00,  2.219186112284660339e+00,  1.884613346308469772e+00,  1.642868207767605782e+00,  2.021531939506530762e+00,  1.682726465165615082e+00,  1.964936770498752594e+00,  1.488453019410371780e+00,  1.537525722756981850e+00,  2.034786690026521683e+00,  1.873750271275639534e+00,  1.266286544501781464e+00,  2.437362983822822571e+00,  2.504576928913593292e+00,  1.338621340692043304e+00
4.007396101951599121e+00,  5.371212899684906006e+00,  4.020685806870460510e+00,  3.732442695647478104e+00,  4.210573978722095490e+00,  5.470028281211853027e+00,  4.320270325988531113e+00,  3.418698843568563461e+00,  3.442771373316645622e+00,  5.396003380417823792e+00,  5.117785699665546417e+00,  4.026937269605696201e+00,  3.051365351304411888e+00,  2.980975279584527016e+00,  4.218359989114105701e+00,  4.457716517150402069e+00,  1.971836542710661888e+00,  4.499417155981063843e+00,  3.950581189244985580e+00,  4.478001819923520088e+00
2.178768493235111237e+00,  2.561757951974868774e+00,  1.518865033984184265e+00,  3.174310900270938873e+00,  2.435846436768770218e+00,  1.113487754017114639e+00,  1.989753343164920807e+00,  1.771378900855779648e+00,  1.704159338027238846e+00,  1.983905382454395294e+00,  1.841243464499711990e+00,  1.950947903096675873e+00,  1.406044054776430130e+00,  1.803071957081556320e+00,  2.197179943323135376e+00,  9.923507198691368103e-01,  1.060205185785889626e+00,  1.577474921941757202e+00,  2.291464641690254211e+00,  1.704164460301399231e+00
