2.070821847766637802e+00,  -8.151215016841888428e-01,  1.551247054710984230e+00,  1.189765706658363342e-02,  -4.283354971557855606e-01,  1.482262931764125824e+00,  -8.695462681353092194e-01,  1.966551065444946289e+00,  -3.419789914041757584e-01,  6.474616918712854385e-01,  -1.113581631332635880e+00,  4.839389808475971222e-01,  1.581336763687431812e+00,  1.051746398210525513e+00,  3.101765047758817673e+00,  -1.620563188567757607e+00,  -1.001333715394139290e+00,  1.889578193426132202e+00,  8.381989039480686188e-02,  -9.090331569314002991e-01,  1.391145136207342148e+00,  -1.151543269865214825e+00,  8.878117799758911133e-01,  1.269191645085811615e+00,  3.917261809110641479e-01,  1.757295379415154457e+00,  1.706432765349745750e+00,  1.611766707152128220e+00,  8.130344562232494354e-01,  2.981805726885795593e-01,  -2.052229885011911392e-01,  -8.364924844354391098e-01,  1.874772291630506516e-01,  3.176314685493707657e+00,  -1.422172661870718002e+00,  -3.157258164137601852e-01,  6.758952327072620392e-01,  1.463734677061438560e+00,  1.079580020159482956e+00,  2.354223458096385002e+00,  -1.628365874290466309e+00,  -1.498327862471342087e+00,  1.230221608653664589e+00,  -1.299193516373634338e+00,  -7.148050554096698761e-01,  -2.245762813836336136e-01,  1.080790909007191658e+00,  -1.207780654542148113e+00,  8.205284886062145233e-01,  -4.534609522670507431e-02
1.523686692118644714e+00,  9.855920802801847458e-01,  -5.265846066176891327e-01,  1.898899465799331665e+00,  1.223341792821884155e+00,  9.248839840292930603e-01,  4.590196907520294189e-01,  1.957085527479648590e+00,  -3.263202141970396042e-01,  2.037041292525827885e+00,  5.972161032259464264e-01,  1.510512800887227058e+00,  -6.159039177000522614e-01,  -1.537495087832212448e+00,  1.790476979687809944e+00,  -6.385223455727100372e-01,  3.965031169354915619e-01,  2.256035402417182922e+00,  -1.287589786574244499e+00,  -3.217117153108119965e-01,  1.942533627152442932e-02,  1.485691621899604797e+00,  1.446802375838160515e+00,  2.138404950499534607e+00,  8.025109674781560898e-01,  1.666164850816130638e+00,  1.070023553445935249e+00,  2.183784823864698410e+00,  1.935915494337677956e+00,  -2.930278852581977844e-01,  5.814944934099912643e-01,  -5.410973336547613144e-01,  1.313010554760694504e+00,  1.220405951142311096e+00,  -6.596795395016670227e-01,  -1.963008251041173935e-01,  1.170473109930753708e+00,  9.002263080328702927e-01,  -3.180685639381408691e-01,  2.019566572271287441e+00,  -2.111910339444875717e-01,  -2.262497879564762115e-01,  1.325036622583866119e-01,  -4.039798863232135773e-01,  -1.179027318954467773e+00,  1.579258492216467857e+00,  1.890799408778548241e+00,  3.585896296426653862e-01,  -2.544157486408948898e-01,  -7.453573867678642273e-02
7.534812390804290771e-01,  1.745430663228034973e+00,  -8.757046684622764587e-01,  7.614461556077003479e-01,  2.033661300316452980e+00,  1.869244473055005074e+00,  1.071234362199902534e+00,  5.375270880758762360e-01,  5.948131904006004333e-01,  3.669824451208114624e-01,  2.364852495491504669e+00,  3.137165997177362442e+00,  -3.806904330849647522e-01,  -2.361329460516571999e+00,  -2.405155692249536514e-01,  3.010041117668151855e-01,  7.657356560230255127e-02,  4.062661528587341309e-02,  -8.027699682861566544e-01,  1.316534578800201416e+00,  -2.163977889344096184e+00,  7.775088073685765266e-01,  1.974047895520925522e+00,  1.530733589082956314e+00,  5.334717761725187302e-01,  1.379743764176964760e+00,  2.236459834501147270e+00,  9.359601065516471863e-01,  1.990568825975060463e+00,  -3.604602906852960587e-01,  4.178053960204124451e-01,  1.158789917826652527e-01,  3.042778430506587029e+00,  3.890781830996274948e-01,  -4.860355723649263382e-01,  1.803644411265850067e-01,  -4.497117530554533005e-01,  7.662248127162456512e-01,  -3.367894440889358521e-01,  4.382115844637155533e-01,  1.476436785422265530e+00,  2.084387592971324921e+00,  -5.435934606939554214e-01,  1.302999045699834824e+00,  -4.112834688276052475e-01,  -4.130803607404232025e-02,  4.846196286380290985e-01,  5.305248256772756577e-01,  -7.215562015771865845e-01,  -6.196561194956302643e-01
1.252490632236003876e+00,  1.808417126536369324e+00,  -1.411477513611316681e-01,  -2.554717361927032471e-01,  1.074258282780647278e+00,  2.270060013979673386e-01,  1.009500417858362198e+00,  -1.884050700813531876e+00,  1.736264919862151146e+00,  -1.341217085719108582e-01,  6.877392120659351349e-01,  -1.137609472498297691e+00,  -8.785106837749481201e-01,  1.720451978966593742e+00,  -3.695175312459468842e-01,  2.272987399250268936e+00,  -4.719198308885097504e-01,  -6.832087822258472443e-01,  1.075989473611116409e+00,  1.116732027381658554e+00,  -4.706554990261793137e-01,  -2.326396889984607697e-01,  -9.540683552622795105e-01,  -1.418962124735116959e+00,  -3.758339714258909225e-01,  -8.983488027006387711e-01,  -3.567499071359634399e-01,  -5.675269737839698792e-01,  -1.053866211324930191e+00,  3.506451230496168137e-01,  2.702175937592983246e-01,  4.770491700619459152e-01,  -8.901233971118927002e-02,  3.861928731203079224e-01,  -1.969405673444271088e-01,  -2.821423932909965515e-01,  -3.930189777165651321e-01,  4.542281515896320343e-01,  5.811869725584983826e-02,  -1.803033463656902313e-01,  8.147235298529267311e-01,  1.190956011414527893e-01,  3.254354484379291534e-01,  5.234923213720321655e-03,  1.075107172131538391e+00,  -8.012626506388187408e-02,  -4.445673860609531403e-01,  -2.754269540309906006e-02,  -7.870926856994628906e-01,  1.335944205522537231e+00
1.116618998348712921e-01,  1.919047933071851730e+00,  -6.805130541324615479e-01,  4.935449007898569107e-01,  1.716598456725478172e+00,  4.831409417092800140e-01,  1.631199233233928680e+00,  -3.530771285295486450e-02,  -1.302301809191703796e-01,  -1.213277168571949005e-01,  1.371966637670993805e+00,  -1.875788904726505280e-01,  -1.949484927579760551e+00,  -4.128823876380920410e-01,  7.482962012290954590e-01,  1.132881164550781250e+00,  1.755145628005266190e+00,  3.350549563765525818e-02,  -3.490386530756950378e-02,  1.237342342734336853e+00,  -7.683488000184297562e-01,  3.701002746820449829e-01,  6.894652023911476135e-01,  1.509998310357332230e-01,  8.292578347027301788e-01,  -1.359609466046094894e+00,  -7.252476718276739120e-01,  8.865776844322681427e-02,  4.150854237377643585e-01,  -8.418587837368249893e-01,  4.089694879949092865e-01,  3.828277885913848877e-01,  1.387442033737897873e-01,  -9.926477819681167603e-02,  2.056471779942512512e-01,  -3.589654825627803802e-01,  -9.083497300744056702e-01,  -5.977462790906429291e-01,  -7.040820606052875519e-01,  3.538122093304991722e-01,  3.804046008735895157e-01,  1.100245688110589981e+00,  -4.954997003078460693e-01,  -3.656561113893985748e-01,  5.820006094872951508e-01,  1.074716854840517044e+00,  8.782879654318094254e-01,  1.912496939301490784e+00,  -3.314654715359210968e-01,  7.366570904850959778e-01
1.008458813652396202e+00,  3.247291132807731628e+00,  1.409540511667728424e-01,  5.195407383143901825e-01,  2.241469062864780426e+00,  1.954792942851781845e-01,  2.087340805679559708e+00,  -1.866026669740676880e+00,  1.047028996981680393e+00,  2.211953867226839066e-01,  1.599652798846364021e+00,  -6.406336370855569839e-01,  -8.026193752884864807e-01,  2.804324869066476822e-01,  -5.241758618503808975e-01,  1.615379883907735348e+00,  9.083033520728349686e-01,  -9.997904188930988312e-01,  6.792356623336672783e-01,  2.794440306723117828e+00,  -2.316015971824526787e+00,  2.373627703636884689e-01,  -7.351004332304000854e-01,  -1.567973170429468155e+00,  -3.529564943164587021e-01,  -1.195490811020135880e+00,  -1.707351393997669220e-01,  9.626378118991851807e-02,  -1.909196991473436356e-01,  1.404093747958540916e+00,  -1.147169834934175014e+00,  5.030473303049802780e-01,  2.450073845684528351e-01,  -2.321074716746807098e-01,  1.863033298403024673e+00,  1.576379870995879173e+00,  -2.533775679767131805e-01,  -4.031631536781787872e-02,  5.826461538672447205e-01,  -2.948899716138839722e-01,  1.214543210342526436e+00,  1.527012128382921219e+00,  -1.475562751293182373e-01,  5.934744048863649368e-01,  1.892162311822175980e+00,  -7.868794053792953491e-01,  -1.429645933210849762e+00,  7.984049692749977112e-01,  -2.968720123171806335e-01,  1.782794691622257233e+00
1.854849319905042648e+00,  1.805828850716352463e+00,  -8.636748269200325012e-01,  -4.366410840302705765e-01,  1.481150021776556969e+00,  -4.895563237369060516e-02,  1.011390257626771927e+00,  5.876042060554027557e-01,  4.559896336868405342e-01,  6.155372932553291321e-01,  2.044036593288183212e+00,  8.962571918964385986e-01,  -6.014846879988908768e-01,  2.363971769809722900e-01,  2.553572691977024078e-01,  7.772591188549995422e-01,  8.140651062130928040e-01,  1.141743242740631104e+00,  -7.797583639621734619e-01,  6.010364443063735962e-01,  -2.594333700835704803e-01,  8.479005964472889900e-01,  1.418448982760310173e+00,  -7.212010547518730164e-01,  1.629679799079895020e-01,  -5.472258813679218292e-01,  -2.557115498930215836e-01,  5.468577146530151367e-04,  1.608336888253688812e+00,  4.565370827913284302e-02,  6.527224136516451836e-01,  4.152276795357465744e-01,  4.577801227569580078e-01,  1.416594013571739197e-01,  1.820514909923076630e-01,  1.867843829095363617e-01,  9.522533044219017029e-03,  1.178471900522708893e+00,  2.683246731758117676e-01,  1.160806696861982346e-01,  1.298466620966792107e+00,  1.152379997074604034e-01,  -1.081350414082407951e+00,  2.974710315465927124e-01,  -8.000320121645927429e-01,  4.226930476725101471e-01,  8.618124146014451981e-01,  9.306988921016454697e-01,  -6.634472124278545380e-01,  8.427866026759147644e-01
1.114002637565135956e+00,  -2.221375126391649246e-01,  1.052274215966463089e+00,  -3.799079805612564087e-01,  5.609445888549089432e-01,  -2.470025252550840378e-01,  -6.325866915285587311e-01,  -4.859675206243991852e-01,  3.817257611081004143e-01,  7.592600332573056221e-01,  -5.115072391927242279e-01,  -2.128557972609996796e-01,  -3.988097086548805237e-01,  -4.830795899033546448e-02,  2.517024390399456024e-01,  -4.558248370885848999e-01,  -3.451067581772804260e-02,  3.283878341317176819e-01,  4.719168394804000854e-01,  -1.348118856549263000e-01,  8.871244955807924271e-01,  5.053267171606421471e-01,  -5.268359445035457611e-01,  2.114129327237606049e-01,  -5.792164299637079239e-01,  -4.851855747401714325e-01,  1.128596756607294083e-01,  1.101353399455547333e+00,  -3.895123712718486786e-01,  -1.776512283831834793e-01,  4.766791220754384995e-01,  -2.679315786808729172e-01,  -2.969318628311157227e-01,  7.526349350810050964e-01,  -4.095707163214683533e-01,  4.592010397464036942e-01,  1.548065915703773499e-01,  -3.550019860267639160e-02,  -1.410842686891555786e-02,  1.403006638400256634e+00,  -3.446698393672704697e-01,  -5.664163641631603241e-01,  -2.091044224798679352e-01,  -6.424185354262590408e-01,  2.401523608714342117e-01,  4.195859432220458984e-01,  1.282699562609195709e+00,  -1.729404954239726067e-01,  1.320247190073132515e+00,  1.288477379828691483e+00
2.708475153893232346e+00,  -3.710168451070785522e-01,  1.474240750074386597e+00,  -1.582838442176580429e+00,  -4.126627817749977112e-01,  -5.731893274933099747e-01,  -1.154669314622879028e+00,  7.371794208884239197e-01,  2.516139325685799122e+00,  7.370724966749548912e-01,  -4.603115767240524292e-01,  3.684291224926710129e-01,  2.654222223907709122e+00,  2.038042105734348297e+00,  3.423192352056503296e-02,  -9.971295511350035667e-01,  -4.974311888217926025e-01,  1.924849431961774826e+00,  1.126875115558505058e+00,  -1.541243696585297585e+00,  6.298123281449079514e-01,  -4.715782580897212029e-01,  1.364382635802030563e+00,  1.007939130067825317e-01,  -7.298547439277172089e-01,  1.016720369458198547e+00,  2.063779525458812714e+00,  5.956502631306648254e-01,  -5.253601390868425369e-01,  1.701386187225580215e+00,  7.973591126501560211e-01,  -7.718662042170763016e-01,  8.585222512483596802e-01,  1.446015804074704647e+00,  -4.067787826061248779e-01,  1.068050395697355270e+00,  1.217993944883346558e+00,  1.019143683835864067e+00,  1.666741309687495232e+00,  -9.234046842902898788e-02,  1.536898994818329811e-01,  -1.216059360653162003e+00,  2.028890866786241531e-01,  -7.053973060101270676e-02,  -6.639329250901937485e-01,  -1.199463060125708580e+00,  3.793936781585216522e-01,  -1.109411135315895081e+00,  9.001564756035804749e-01,  1.127187676727771759e+00
4.704450815916061401e-01,  2.733566612005233765e-01,  6.366368457674980164e-01,  3.005961827933788300e+00,  -5.995935648679733276e-01,  4.297219906002283096e-01,  2.342758249491453171e+00,  1.453080017119646072e+00,  -2.068367877975106239e+00,  -9.898374229669570923e-02,  -1.234217975288629532e-01,  2.486577779054641724e-01,  -3.546197637915611267e-01,  -5.524618029594421387e-01,  -2.435205383226275444e-01,  -2.718575671315193176e-02,  5.322916992008686066e-01,  8.156123645603656769e-01,  -1.038530819118022919e+00,  -1.871540304273366928e-01,  -1.186834301799535751e+00,  5.020807832479476929e-01,  7.539486922323703766e-01,  2.430596973747014999e+00,  3.057844853028655052e+00,  1.614414550364017487e+00,  1.152341952547430992e+00,  1.268181204795837402e-01,  2.069860819727182388e+00,  3.274415899068117142e-01,  4.923703614622354507e-01,  4.250005129724740982e-01,  1.071669412776827812e+00,  7.372623346745967865e-01,  3.641498982906341553e-01,  -7.204000502824783325e-01,  2.053920565173029900e+00,  -2.024349905550479889e-01,  -1.433454872108995914e+00,  -2.439852356910705566e-01,  1.646805182099342346e-02,  -4.019007459282875061e-02,  4.472671747207641602e-01,  1.348886352032423019e+00,  -8.128284104168415070e-02,  1.081564998254179955e+00,  6.778365168720483780e-01,  1.015568984672427177e+00,  4.736625961959362030e-01,  -7.279212679713964462e-01
