2.411474052816629410e+00,  4.435137670487165451e+00,  2.674560569226741791e+00,  2.288717880845069885e+00,  3.657408766448497772e+00,  2.965708360075950623e+00,  3.296507600694894791e+00,  2.188267223536968231e+00,  2.397997118532657623e+00,  3.599411947652697563e+00,  3.112913474440574646e+00,  4.084554947912693024e+00,  1.477927356027066708e+00,  1.449970930814743042e+00,  3.591916047036647797e+00,  1.890415035188198090e+00,  1.533485569059848785e+00,  3.867628999054431915e+00,  2.196662247180938721e+00,  2.978020835667848587e+00,  3.174120508134365082e+00,  2.166995629668235779e+00,  2.355454936623573303e+00,  2.825686879456043243e+00,  2.948570117354393005e+00,  2.168414989486336708e+00,  2.059340544044971466e+00,  2.797672487795352936e+00,  1.739468529820442200e+00,  2.114794608205556870e+00,  3.871363796293735504e+00,  1.920077715069055557e+00,  2.361244399100542068e+00,  2.519883371889591217e+00,  3.557962745428085327e+00,  2.908023834228515625e+00,  3.514237180352210999e+00,  1.462102245539426804e+00,  1.475912496447563171e+00,  2.300764847546815872e+00,  1.782924667000770569e+00,  1.639252753928303719e+00,  1.865297511219978333e+00,  2.723201097920536995e+00,  1.658029515296220779e+00,  3.769308887422084808e+00,  1.345731016248464584e+00,  1.415277248248457909e+00,  2.962951835244894028e+00,  9.728790689259767532e-01,  2.138216454535722733e+00,  2.563128252513706684e+00,  2.779411263763904572e+00,  3.769833542406558990e+00,  3.331405211240053177e+00,  1.288890469819307327e+00,  1.920460946857929230e+00,  1.416411224752664566e+00,  1.812965944409370422e+00,  2.801616827026009560e+00,  2.212174929678440094e+00,  1.959052160382270813e+00,  3.456679843366146088e+00,  1.787921220064163208e+00,  1.402201509103178978e+00,  1.430288215167820454e+00,  2.308379380963742733e+00,  1.340803025290369987e+00,  2.241152234375476837e+00,  2.866436444222927094e+00,  1.698196427896618843e+00,  2.959472004324197769e+00,  2.078763570636510849e+00,  2.411145646125078201e+00,  1.840165421366691589e+00,  2.184918299317359924e+00,  1.999362357892096043e+00,  1.917456345632672310e+00,  1.142838591709733009e+00,  1.670482032001018524e+00,  2.058454360812902451e+00,  9.950191192328929901e-01,  1.498454883694648743e+00,  2.788219571113586426e+00,  2.356887750327587128e+00,  2.549267675727605820e+00,  1.915972176939249039e+00,  1.234997440129518509e+00,  9.915471267886459827e-01,  1.853336250409483910e+00
3.450150758028030396e+00,  3.343560434877872467e+00,  3.380506183952093124e+00,  2.450032480061054230e+00,  3.189864721149206161e+00,  2.780491165816783905e+00,  4.063005335628986359e+00,  3.007542617619037628e+00,  2.897224836051464081e+00,  2.433669075369834900e+00,  2.202493514865636826e+00,  4.191131867468357086e+00,  2.060092210769653320e+00,  2.376846887171268463e+00,  3.841161951422691345e+00,  1.515924900770187378e+00,  1.419971527531743050e+00,  2.822821382433176041e+00,  3.438349492847919464e+00,  2.977222852408885956e+00,  3.870597166940569878e+00,  2.467682380229234695e+00,  3.289704635739326477e+00,  2.705535445362329483e+00,  3.060200817883014679e+00,  3.103285338729619980e+00,  1.638887565582990646e+00,  2.641708672046661377e+00,  1.768031790852546692e+00,  2.419854648411273956e+00,  2.884913569316267967e+00,  2.525271646678447723e+00,  2.691054128110408783e+00,  2.360981289297342300e+00,  3.044986426830291748e+00,  2.250372540205717087e+00,  3.115135291591286659e+00,  1.592766426503658295e+00,  1.784631226211786270e+00,  2.254847362637519836e+00,  1.824857268482446671e+00,  1.577114839106798172e+00,  2.904878336936235428e+00,  2.888260181993246078e+00,  2.357522625476121902e+00,  2.557554304599761963e+00,  1.257069392129778862e+00,  2.016205005347728729e+00,  2.524228319525718689e+00,  1.803196076303720474e+00,  2.041409209370613098e+00,  2.628634400665760040e+00,  1.958212755620479584e+00,  2.130665271542966366e+00,  1.770134802907705307e+00,  1.996827103197574615e+00,  2.584479548037052155e+00,  1.682283263653516769e+00,  2.081573575735092163e+00,  1.923133660107851028e+00,  1.812057215720415115e+00,  1.137227460741996765e+00,  3.730582976713776588e+00,  1.320384362712502480e+00,  2.416384914889931679e+00,  2.075822241604328156e+00,  2.219980411231517792e+00,  1.886670641601085663e+00,  2.317153513431549072e+00,  3.113531751558184624e+00,  1.673542723059654236e+00,  2.274064157158136368e+00,  1.626418095082044601e+00,  2.191502381116151810e+00,  2.312254302203655243e+00,  1.754894340410828590e+00,  1.989736226387321949e+00,  1.996571917086839676e+00,  1.822925783693790436e+00,  1.842668097466230392e+00,  1.845566272735595703e+00,  1.568244054913520813e+00,  9.963967325165867805e-01,  2.198424059897661209e+00,  2.035970032215118408e+00,  1.942656632512807846e+00,  1.640746869146823883e+00,  2.091948155313730240e+00,  1.874768324196338654e+00,  2.249605417251586914e+00
3.946736406534910202e+00,  3.573935624212026596e+00,  4.515694081783294678e+00,  3.292899608612060547e+00,  3.178916446864604950e+00,  3.570641882717609406e+00,  3.777509512379765511e+00,  4.332161270081996918e+00,  4.278422243893146515e+00,  3.100361991673707962e+00,  3.006751667708158493e+00,  2.950157225131988525e+00,  2.731984749436378479e+00,  2.781774211674928665e+00,  3.149584304541349411e+00,  2.476739287376403809e+00,  1.956991496495902538e+00,  2.518318623304367065e+00,  3.225645437836647034e+00,  3.707883313298225403e+00,  4.048245353624224663e+00,  2.599310401827096939e+00,  3.317518115043640137e+00,  3.781947813928127289e+00,  3.067628473043441772e+00,  3.426424592733383179e+00,  2.209800906479358673e+00,  4.005036197602748871e+00,  2.197917420417070389e+00,  3.713773101568222046e+00,  3.543420322239398956e+00,  2.922546813264489174e+00,  3.317380182445049286e+00,  2.232243023812770844e+00,  3.274010069668292999e+00,  1.896353032439947128e+00,  2.385677956044673920e+00,  2.720524884760379791e+00,  2.832377241924405098e+00,  2.229260116815567017e+00,  2.929300196468830109e+00,  2.374043505638837814e+00,  2.148056466132402420e+00,  2.606136824935674667e+00,  2.794196333736181259e+00,  2.805967207998037338e+00,  1.127499141730368137e+00,  2.790285121649503708e+00,  2.794412828981876373e+00,  2.157408673316240311e+00,  2.080705456435680389e+00,  2.445779474452137947e+00,  2.224713822826743126e+00,  2.266415746882557869e+00,  2.836658217012882233e+00,  1.899150818586349487e+00,  2.937315903604030609e+00,  1.736078530550003052e+00,  2.575645983219146729e+00,  1.963080065324902534e+00,  3.450328309088945389e+00,  1.216982170939445496e+00,  2.798288801684975624e+00,  1.481632679700851440e+00,  3.064992835745215416e+00,  2.701026055961847305e+00,  3.572009555995464325e+00,  1.687348663806915283e+00,  2.055575443431735039e+00,  3.062340099364519119e+00,  1.905182027257978916e+00,  2.399361342191696167e+00,  2.364972133189439774e+00,  2.456932211294770241e+00,  2.824539829976856709e+00,  1.608865773305296898e+00,  2.647132068872451782e+00,  2.399029664695262909e+00,  2.869455933570861816e+00,  3.485325016081333160e+00,  2.375264313071966171e+00,  3.178771514445543289e+00,  1.411373710259795189e+00,  1.443411804735660553e+00,  2.662541069090366364e+00,  2.275603098794817924e+00,  2.340196534991264343e+00,  2.588195517659187317e+00,  1.902436841744929552e+00,  2.636928185820579529e+00
2.719762131571769714e+00,  1.748049259185791016e+00,  1.893087133765220642e+00,  2.387857928872108459e+00,  4.152164710685610771e-01,  2.567231550812721252e+00,  1.926838770508766174e+00,  1.487595017999410629e+00,  6.913906522095203400e-01,  8.830368742346763611e-01,  2.581984773278236389e+00,  1.402448073029518127e+00,  2.635839201509952545e+00,  7.133682332932949066e-01,  8.972884491086006165e-01,  1.842027530074119568e+00,  1.353143183514475822e+00,  1.643614836037158966e+00,  9.442601408809423447e-01,  1.125928759574890137e+00,  1.042232325300574303e+00,  5.728853866457939148e-01,  6.992407776415348053e-01,  1.003676563501358032e+00,  1.158509351313114166e+00,  5.239888876676559448e-01,  9.419601317495107651e-01,  1.287418410181999207e+00,  1.107692554593086243e+00,  9.242552816867828369e-01,  1.455725692212581635e+00,  1.152065597474575043e+00,  1.200811944901943207e+00,  7.611130997538566589e-01,  1.511077418923377991e+00,  7.972366884350776672e-01,  8.377304077148437500e-01,  1.330186523497104645e+00,  1.090041140094399452e+00,  1.214681327342987061e+00,  8.645120710134506226e-01,  1.673453703522682190e+00,  7.931505478918552399e-01,  7.073270678520202637e-01,  1.158889569342136383e+00,  1.028467509895563126e+00,  1.215081229805946350e+00,  7.883230224251747131e-01,  6.877948939800262451e-01,  1.030915070325136185e+00,  1.476093791425228119e+00,  1.051030233502388000e+00,  1.320437598973512650e+00,  8.420802839100360870e-01,  1.283341806381940842e+00,  1.051536649465560913e+00,  9.264645297080278397e-01,  1.091265052556991577e+00,  6.224249303340911865e-01,  9.207891840487718582e-01,  6.364778093993663788e-01,  1.471148535609245300e+00,  6.059582754969596863e-01,  1.606164105236530304e+00,  8.488641716539859772e-01,  7.043651491403579712e-01,  4.675772860646247864e-01,  1.015334967523813248e+00,  1.266311276704072952e+00,  9.567375453189015388e-01,  1.227508764714002609e+00,  5.359101444482803345e-01,  1.396915428340435028e+00,  1.169020287692546844e+00,  1.031350901350378990e+00,  1.259986624121665955e+00,  9.834781736135482788e-01,  1.333395160734653473e+00,  1.094539560377597809e+00,  6.027728728950023651e-01,  4.991237409412860870e-01,  1.016459941864013672e+00,  8.384054470807313919e-01,  1.036045536398887634e+00,  8.315206859260797501e-01,  4.099666327238082886e-01,  7.505957186222076416e-01,  2.605846133083105087e-01,  1.124331206083297729e+00,  8.780637327581644058e-01
2.954762175679206848e+00,  2.136421434581279755e+00,  2.870242964476346970e+00,  2.793271221220493317e+00,  1.962532781064510345e+00,  2.041983470320701599e+00,  2.199544422328472137e+00,  2.197597358375787735e+00,  1.492193534970283508e+00,  1.155942862853407860e+00,  1.962936483323574066e+00,  2.552135720849037170e+00,  1.952715434134006500e+00,  2.589973196387290955e+00,  2.137732714414596558e+00,  1.410861488431692123e+00,  1.558927839621901512e+00,  1.594446668401360512e+00,  1.675357095897197723e+00,  2.235024452209472656e+00,  2.144288137555122375e+00,  1.794718854129314423e+00,  9.106991952285170555e-01,  1.372569657862186432e+00,  1.946315445005893707e+00,  2.011013321578502655e+00,  9.102968610823154449e-01,  2.403566218912601471e+00,  1.310181871987879276e+00,  1.707729876041412354e+00,  1.812278795987367630e+00,  1.827328003942966461e+00,  1.676845617592334747e+00,  1.417224775999784470e+00,  1.739186964929103851e+00,  1.179439449682831764e+00,  1.431232485920190811e+00,  1.422566249966621399e+00,  1.572910221293568611e+00,  1.068056061863899231e+00,  1.461136182770133018e+00,  1.618594974279403687e+00,  1.386849133297801018e+00,  1.783325746655464172e+00,  2.728828482329845428e+00,  1.507750645279884338e+00,  1.302143275737762451e+00,  1.925912540405988693e+00,  1.146775444969534874e+00,  1.394473401829600334e+00,  1.859562769532203674e+00,  1.743746124207973480e+00,  1.495371259748935699e+00,  1.212992008775472641e+00,  1.281395334750413895e+00,  1.491520360112190247e+00,  1.472664482891559601e+00,  2.523287547752261162e+00,  1.489056691527366638e+00,  1.037169743329286575e+00,  8.393388800323009491e-01,  1.549105431884527206e+00,  1.555767711251974106e+00,  1.135278189554810524e+00,  1.446250427514314651e+00,  1.075690788216888905e+00,  1.263451617211103439e+00,  1.477563945576548576e+00,  1.298138638958334923e+00,  2.007045263424515724e+00,  1.000929925590753555e+00,  1.448705907911062241e+00,  9.985096286982297897e-01,  1.810793220996856689e+00,  1.646130695939064026e+00,  1.352009687572717667e+00,  1.216713871806859970e+00,  8.190355002880096436e-01,  1.193953320384025574e+00,  9.361399300396442413e-01,  1.341457705944776535e+00,  1.001565886661410332e+00,  8.291328996419906616e-01,  1.040769398212432861e+00,  1.086778147146105766e+00,  6.162791755050420761e-01,  1.502927470952272415e+00,  1.052682422101497650e+00,  1.332095786929130554e+00,  1.319852245971560478e+00
5.016815967857837677e+00,  4.728807456791400909e+00,  4.582655645906925201e+00,  4.778549499809741974e+00,  3.125895425677299500e+00,  4.099757645279169083e+00,  3.984142065048217773e+00,  3.704089801758527756e+00,  2.751030795276165009e+00,  2.802158083766698837e+00,  3.742682453244924545e+00,  2.996236253529787064e+00,  3.157447636127471924e+00,  3.384708434343338013e+00,  3.115820754319429398e+00,  3.314535781741142273e+00,  3.732049476355314255e+00,  2.933370590209960938e+00,  3.044095210731029510e+00,  3.128077143803238869e+00,  3.091139579191803932e+00,  2.273598898202180862e+00,  1.735465293750166893e+00,  2.861282303929328918e+00,  3.917824160307645798e+00,  3.002079771831631660e+00,  3.164884736761450768e+00,  2.805173452943563461e+00,  2.783089745789766312e+00,  2.452237311750650406e+00,  3.066108107566833496e+00,  4.134736679494380951e+00,  4.392702635377645493e+00,  2.592768002301454544e+00,  3.536817882210016251e+00,  2.636055361479520798e+00,  2.673946328461170197e+00,  3.544556427747011185e+00,  3.627542283385992050e+00,  2.673492439091205597e+00,  2.906430423259735107e+00,  3.596207320690155029e+00,  1.676109464839100838e+00,  2.022480310872197151e+00,  3.154034513980150223e+00,  3.357606496661901474e+00,  2.803579183295369148e+00,  3.177514122799038887e+00,  2.794331595301628113e+00,  2.851919606328010559e+00,  3.386157914996147156e+00,  2.540054407902061939e+00,  2.504540773108601570e+00,  2.598788348957896233e+00,  2.780752927064895630e+00,  2.459636513143777847e+00,  2.772089265286922455e+00,  2.628184970468282700e+00,  2.215294343419373035e+00,  2.917261954396963120e+00,  3.540474351495504379e+00,  2.458240139763802290e+00,  3.299841264262795448e+00,  2.297231385484337807e+00,  3.233523279428482056e+00,  2.456805760040879250e+00,  2.669338557869195938e+00,  2.446034319698810577e+00,  2.914114775136113167e+00,  3.005625616759061813e+00,  3.684401672333478928e+00,  2.688820088282227516e+00,  2.942465560510754585e+00,  2.785552598536014557e+00,  2.577171865850687027e+00,  3.402330501005053520e+00,  2.264934176579117775e+00,  2.842103525996208191e+00,  2.031922828406095505e+00,  2.373973726294934750e+00,  3.485105767846107483e+00,  2.009253604337573051e+00,  1.642271369695663452e+00,  2.639802400022745132e+00,  2.362570803612470627e+00,  2.350615710020065308e+00,  2.878208611160516739e+00,  1.817263547331094742e+00,  2.803517779335379601e+00,  2.164691029116511345e+00
4.889332525432109833e+00,  4.114019855856895447e+00,  4.644148033112287521e+00,  3.874010847881436348e+00,  4.283896832726895809e+00,  3.546669118106365204e+00,  4.411812175065279007e+00,  4.709981065243482590e+00,  3.045196138322353363e+00,  3.324318997561931610e+00,  4.047698177397251129e+00,  3.818709895014762878e+00,  3.565447675995528698e+00,  3.159501986578106880e+00,  3.704106222838163376e+00,  2.611942857503890991e+00,  2.521834472194314003e+00,  3.947575036436319351e+00,  3.341132462024688721e+00,  4.140578880906105042e+00,  3.646423757076263428e+00,  2.670679233968257904e+00,  2.404611457139253616e+00,  3.296934954822063446e+00,  3.241466676816344261e+00,  4.513997398316860199e+00,  2.358061838895082474e+00,  3.580911830067634583e+00,  3.079536020755767822e+00,  2.766746081411838531e+00,  3.536123387515544891e+00,  3.752880204468965530e+00,  3.205975700169801712e+00,  2.776831950992345810e+00,  3.598131027072668076e+00,  2.335635136812925339e+00,  2.842816480435431004e+00,  3.483403164893388748e+00,  2.448892258107662201e+00,  2.310554558411240578e+00,  2.779983107000589371e+00,  2.816488118842244148e+00,  2.519855255261063576e+00,  3.488803824409842491e+00,  2.990588437765836716e+00,  3.279749665409326553e+00,  2.476074449717998505e+00,  2.130803778767585754e+00,  2.669806540012359619e+00,  2.378125781193375587e+00,  4.217860970646142960e+00,  3.524950958788394928e+00,  2.593269821256399155e+00,  2.584119390696287155e+00,  2.790511235594749451e+00,  2.352682780474424362e+00,  2.546070279553532600e+00,  3.029362436383962631e+00,  3.710368748754262924e+00,  2.400665524415671825e+00,  2.348183903843164444e+00,  2.253063652664422989e+00,  3.798538692295551300e+00,  2.406466595828533173e+00,  2.126819221302866936e+00,  2.766381359659135342e+00,  2.738027653656899929e+00,  2.093134861439466476e+00,  2.125159732997417450e+00,  4.541190977208316326e+00,  2.179978174157440662e+00,  2.620887169614434242e+00,  2.242860155180096626e+00,  2.757385473698377609e+00,  3.018988162279129028e+00,  3.013585694134235382e+00,  3.485735464841127396e+00,  3.120108559727668762e+00,  2.211629822850227356e+00,  2.712534189224243164e+00,  2.795307833701372147e+00,  2.063301980495452881e+00,  1.642996443435549736e+00,  2.590047435835003853e+00,  2.958150153979659081e+00,  1.978001946583390236e+00,  2.587853727862238884e+00,  2.143175192177295685e+00,  2.543544376268982887e+00,  3.062288708984851837e+00
1.602754440158605576e+00,  3.468446515500545502e+00,  1.994419742375612259e+00,  1.692616164684295654e+00,  1.693561667576432228e+00,  2.112957518547773361e+00,  2.363202795386314392e+00,  1.802448891103267670e+00,  1.525327850133180618e+00,  2.017393797636032104e+00,  1.895266111940145493e+00,  1.904081072658300400e+00,  1.393244771286845207e+00,  1.445042543113231659e+00,  1.856614228338003159e+00,  1.899007096886634827e+00,  1.461493190377950668e+00,  2.538573160767555237e+00,  2.494848493486642838e+00,  1.481114044785499573e+00,  2.292885599657893181e+00,  1.483454881235957146e+00,  1.395718839019536972e+00,  1.611360210925340652e+00,  2.382942132651805878e+00,  1.282057773321866989e+00,  1.189728902652859688e+00,  2.166932977735996246e+00,  1.470986094325780869e+00,  1.282103769481182098e+00,  2.047174796462059021e+00,  1.784761954098939896e+00,  1.789844892919063568e+00,  1.423331374302506447e+00,  2.132673066109418869e+00,  1.363735727965831757e+00,  2.611036792397499084e+00,  1.187737748026847839e+00,  1.391228452324867249e+00,  1.685621127486228943e+00,  1.475702039897441864e+00,  2.376713268458843231e+00,  2.042212970554828644e+00,  2.182501010596752167e+00,  1.359595924615859985e+00,  3.187560964375734329e+00,  2.096645422279834747e+00,  1.314620651304721832e+00,  2.040420573204755783e+00,  1.276477608829736710e+00,  1.661633506417274475e+00,  2.195830677635967731e+00,  1.631824685260653496e+00,  1.818986117839813232e+00,  1.778629072010517120e+00,  1.267579983919858932e+00,  1.586255755275487900e+00,  1.114333409816026688e+00,  1.380314242094755173e+00,  2.022316269576549530e+00,  1.335349492728710175e+00,  1.794395878911018372e+00,  2.696250584907829762e+00,  1.571117926388978958e+00,  1.306555258110165596e+00,  8.198392158374190331e-01,  1.381855306215584278e+00,  6.752095110714435577e-01,  1.420956328511238098e+00,  2.229947015643119812e+00,  1.682120442390441895e+00,  1.475597906857728958e+00,  1.768143776804208755e+00,  1.770306684076786041e+00,  1.278406314551830292e+00,  1.952119283378124237e+00,  1.181606759317219257e+00,  1.540059663355350494e+00,  1.225067211315035820e+00,  1.132009766064584255e+00,  2.615628995001316071e+00,  8.594035701826214790e-01,  1.272185115143656731e+00,  1.600154727697372437e+00,  1.846886441111564636e+00,  1.345037041231989861e+00,  1.316277641803026199e+00,  6.705044079571962357e-01,  1.316597007215023041e+00,  1.360408971086144447e+00
3.959434062242507935e+00,  5.421232555061578751e+00,  3.972878728061914444e+00,  3.505850981920957565e+00,  4.044560899958014488e+00,  5.512585774064064026e+00,  4.487687531858682632e+00,  3.587948292493820190e+00,  3.256308119744062424e+00,  5.509044058620929718e+00,  5.192509058862924576e+00,  3.695884704589843750e+00,  2.771599493920803070e+00,  2.913694057613611221e+00,  4.410470381379127502e+00,  4.185556901618838310e+00,  2.123523611575365067e+00,  4.556286018341779709e+00,  4.065153159201145172e+00,  4.645848279818892479e+00,  4.431904047727584839e+00,  2.570423364639282227e+00,  3.659977992996573448e+00,  4.805493839085102081e+00,  3.952879214659333229e+00,  2.423207802698016167e+00,  4.026529589667916298e+00,  4.892318222671747208e+00,  2.715156527236104012e+00,  3.594199629500508308e+00,  4.211407914757728577e+00,  3.308826223015785217e+00,  3.834373287856578827e+00,  3.894337169826030731e+00,  4.345365971326828003e+00,  3.794438827782869339e+00,  3.179735638201236725e+00,  3.281554598361253738e+00,  2.234823374077677727e+00,  3.074966920539736748e+00,  3.369865328073501587e+00,  2.841765476390719414e+00,  1.887446427717804909e+00,  3.211458994075655937e+00,  2.534253375604748726e+00,  4.768277101218700409e+00,  3.424999075010418892e+00,  2.884114485234022141e+00,  4.524782594293355942e+00,  2.158784009516239166e+00,  3.314576312899589539e+00,  4.521855629980564117e+00,  3.368980571627616882e+00,  3.088962122797966003e+00,  3.543001830577850342e+00,  1.573905749246478081e+00,  3.244433768093585968e+00,  2.575806390494108200e+00,  3.883420906960964203e+00,  3.445941496640443802e+00,  2.998809203505516052e+00,  2.791728349402546883e+00,  3.586135067045688629e+00,  3.029633674770593643e+00,  2.162807714194059372e+00,  2.645345754921436310e+00,  3.235914632678031921e+00,  1.553032955154776573e+00,  4.345207629725337029e+00,  4.055924581363797188e+00,  3.346311152912676334e+00,  3.194152135401964188e+00,  2.649096671491861343e+00,  3.244198027998209000e+00,  3.266003806143999100e+00,  4.353160804137587547e+00,  2.391837522387504578e+00,  2.864386104047298431e+00,  2.923148866742849350e+00,  2.776001053862273693e+00,  2.960657447576522827e+00,  2.352299120277166367e+00,  2.015851821750402451e+00,  3.478169122710824013e+00,  4.385225210338830948e+00,  3.235996171832084656e+00,  3.259409757331013680e+00,  1.991840086877346039e+00,  2.669106975663453341e+00,  2.849619280546903610e+00
2.174569610506296158e+00,  2.499912500381469727e+00,  1.340419717133045197e+00,  2.995757287368178368e+00,  2.251209039241075516e+00,  1.206762380897998810e+00,  1.918845012784004211e+00,  1.592328924685716629e+00,  1.789154261350631714e+00,  2.019527737051248550e+00,  1.865160837769508362e+00,  2.047030277550220490e+00,  1.323176708072423935e+00,  1.906381145119667053e+00,  2.161976139992475510e+00,  1.122826546430587769e+00,  1.095647104084491730e+00,  1.441897857934236526e+00,  2.309609755873680115e+00,  1.805081248283386230e+00,  3.244410470128059387e+00,  3.158643141388893127e+00,  2.411923859268426895e+00,  2.186985313892364502e+00,  1.603839334100484848e+00,  2.230488598346710205e+00,  1.545518048107624054e+00,  1.922421842813491821e+00,  1.582679871469736099e+00,  2.046337213367223740e+00,  2.050181351602077484e+00,  2.094570092856884003e+00,  1.574137682095170021e+00,  2.574489127844572067e+00,  1.669835783541202545e+00,  9.134641028940677643e-01,  1.224512621760368347e+00,  1.272308401763439178e+00,  1.222691219300031662e+00,  1.529413703829050064e+00,  1.975560639053583145e+00,  1.355162449181079865e+00,  1.685412589460611343e+00,  1.432426996529102325e+00,  2.238499365746974945e+00,  2.677556768059730530e+00,  4.311340097337961197e-01,  1.661143656820058823e+00,  1.237800864502787590e+00,  1.349062960594892502e+00,  1.948808249086141586e+00,  2.055829279124736786e+00,  1.132700679823756218e+00,  1.957697581499814987e+00,  1.384641669690608978e+00,  1.121408116072416306e+00,  1.888657595962285995e+00,  1.544248986989259720e+00,  1.359979324042797089e+00,  1.343333855271339417e+00,  1.477769710123538971e+00,  7.124229334294795990e-01,  2.177166868001222610e+00,  9.040125571191310883e-01,  1.145564695820212364e+00,  1.515108444727957249e+00,  2.695819623768329620e+00,  1.758250884711742401e+00,  1.632631614804267883e+00,  1.555053358897566795e+00,  8.500904189422726631e-01,  1.543981909751892090e+00,  1.357831336557865143e+00,  1.595172531902790070e+00,  1.642750857397913933e+00,  5.657381676137447357e-01,  1.113833695650100708e+00,  1.513682372868061066e+00,  1.316368915140628815e+00,  1.721426259726285934e+00,  1.730497498065233231e+00,  1.167518801987171173e+00,  7.212564880028367043e-01,  1.272833149880170822e+00,  1.122379105538129807e+00,  1.196177767589688301e+00,  1.514789579436182976e+00,  1.712812826037406921e+00,  9.700917303562164307e-01,  1.229384766891598701e+00
